rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
10056,45314323,2400,1,1,775,2,2,95,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7660,93684714,4615,2,2,922,1,16,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
591,89678417,2850,2,1,850,1,3,13,1,0,0,0,0,1,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
8405,45013573,11500,2,2,1644,1,5,89,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3763,22602098,2700,0,1,560,6,15,44,1,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
8379,5554521,9950,3,2,1900,16,16,28,0,1,1,0,0,1,1,0,Upper East Side,All Upper East Side,Manhattan
5059,91033682,2150,1,1,800,3,3,80,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
6114,24897371,3200,1,1,670,1,7,29,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
6120,99809658,4495,1,1,778,3,34,13,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
2802,62297362,3150,1,1,700,12,8,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
4106,75971014,2800,4,1,1000,6,1,110,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
11268,50937523,5500,0,1,1200,4,9,109,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
10918,80234585,3000,1,1,731,5,6,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4624,37809936,3950,1,1,737,1,9,19,1,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
1970,73060494,3500,1,1,988,9,7,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
5297,73532384,4200,4,2,2000,7,5,90,0,0,0,1,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
8863,13243732,1465,1,1,470,2,2,85,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
9078,15094216,3195,2,1,850,3,4,106,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
6702,4611940,4000,1,1,850,7,12,34,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
5810,26379046,2300,2,1,1020,5,1,65,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
2341,69979707,9995,2,2,1809,5,11,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
9643,33076545,2100,1,1,500,2,3,86,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
1681,83863916,3900,2,2,914,3,2,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
10801,65350613,5125,2,2,1034,2,10,90,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
7506,39031597,2814,0,1,615,8,5,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3378,57771568,2625,0,1,565,1,2,12,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1781,20667322,3225,0,1,520,2,30,14,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
3074,81409333,5950,1,1,732,8,16,10,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2306,49664770,2650,0,1,500,2,7,53,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
1898,36761941,5299,2,1,1006,8,6,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1361,1449225,1550,1,1,650,3,2,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
151,69979707,7500,1,1,992,5,14,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
9393,74657088,5200,4,2,1500,1,1,91,1,0,0,0,0,0,0,0,Morningside Heights,All Upper Manhattan,Manhattan
9189,43740237,6650,2,2,1171,3,6,61,1,0,1,0,1,0,0,0,Midtown East,All Midtown,Manhattan
10332,33783231,2450,0,1,435,8,20,28,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2208,89313068,6700,2,1,1000,1,29,51,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
6099,78690860,7195,2,2,1450,2,7,10,0,1,0,0,0,1,0,0,Midtown East,All Midtown,Manhattan
6177,36178653,2200,1,1,475,1,3,85,0,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
9047,41319561,3700,3,2,1600,4,4,20,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
6950,91931807,3350,0,1,428,10,4,0,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
9475,33299325,4686,1,1,759,43,7,8,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3185,83371097,2870,1,1,673,3,24,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
8025,73060494,2395,1,1,600,9,2,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
1792,88586001,4500,1,1,938,1,7,180,0,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
409,68884733,4199,4,3,1500,2,1,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
2210,24236066,2600,0,1,452,3,32,29,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2636,84454968,3000,1,1,703,4,5,27,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
6635,24306915,6950,2,2,1150,2,15,6,0,0,0,0,0,0,1,0,Lower East Side,All Downtown,Manhattan
877,67734427,4650,1,1,670,2,20,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
8560,96815644,3350,1,1,714,5,16,26,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
6111,52387634,6854,3,2,2200,7,8,96,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2656,41902734,3800,4,2,1500,5,1,96,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
4284,52496366,6875,3,2,1200,3,6,1,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
6866,37749339,8500,2,2,1409,43,15,8,0,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
1220,36367926,3200,4,1,1260,1,1,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
9921,34603884,2950,1,1,819,11,4,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
53,27660845,6250,1,1,987,2,6,8,0,1,1,1,1,1,0,0,Midtown,All Midtown,Manhattan
8921,80939102,2978,1,1,657,2,33,3,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
7895,96242659,7350,2,2,1380,10,20,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
4485,82658811,5550,2,2,1132,1,47,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4917,66540513,4750,1,1,851,7,9,12,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
5240,70377432,2720,0,1,265,9,5,0,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
5280,54929391,2495,1,1,600,3,6,76,1,0,1,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
6860,49449598,1400,0,1,550,5,5,63,1,0,0,0,0,0,0,0,Ocean Parkway,South Brooklyn,Brooklyn
10930,66274788,2150,1,1,600,5,2,126,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2821,57870659,2950,0,1,600,2,9,90,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
5615,16464640,2700,0,1,450,7,4,115,0,0,0,1,0,0,0,0,West Village,All Downtown,Manhattan
5458,73060494,2395,1,1,700,9,3,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
10511,53972210,3875,2,2,1100,7,12,6,1,1,0,0,1,1,0,1,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2576,70647804,3341,0,1,623,4,12,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
3346,98242114,5300,2,2,1050,7,7,30,1,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
9136,67242797,3400,1,1,623,2,11,89,0,0,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
6958,8398861,1650,1,1,800,3,3,85,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
8127,80772684,6900,3,1,2200,1,4,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
10119,61582814,4800,2,2,1208,6,16,11,1,0,1,0,0,0,1,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
8158,66831238,2690,1,1,600,1,9,87,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3397,98000268,2000,1,1,600,8,2,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
4329,2454825,3950,0,1,929,1,19,102,0,0,0,1,0,0,0,0,Financial District,All Downtown,Manhattan
5789,59003976,1750,1,1,500,2,3,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
2770,88341214,2600,0,1,428,12,4,8,0,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
8235,15244377,1700,1,1,600,17,14,20,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
1315,41004215,15000,2,2,1700,2,18,80,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
8712,2989793,13900,3,3,2000,5,5,2,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
3834,53000616,5700,2,2,1194,1,7,6,0,1,1,1,1,0,1,1,Long Island City,Northwest Queens,Queens
2629,21179223,2990,1,1,504,6,4,113,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
10173,17814221,4795,2,2,1015,8,18,29,0,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
10638,85698257,2850,2,1,750,7,5,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
5054,97835089,3500,2,1,1000,6,19,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
11,61960846,6995,1,1,800,2,30,86,0,0,0,1,1,0,0,1,Central Park South,All Midtown,Manhattan
8504,99714138,6500,1,1,1218,2,5,101,0,1,0,1,1,0,1,0,Tribeca,All Downtown,Manhattan
2762,15598032,2700,0,1,450,3,2,15,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
75,89892173,3305,0,1,515,3,6,16,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
4547,85611579,7500,4,2,1500,3,4,55,0,0,0,0,1,0,1,0,Upper West Side,All Upper West Side,Manhattan
10085,46290466,5700,1,1,940,2,14,13,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
4970,90060271,3900,1,1,560,2,1,106,0,1,0,0,0,0,0,1,West Village,All Downtown,Manhattan
9192,26340900,3300,2,1,743,12,3,9,1,1,0,1,1,1,0,1,Clinton Hill,Northwest Brooklyn,Brooklyn
5179,7163201,4695,2,2,862,5,3,8,1,1,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
6592,31656128,4195,1,1,700,7,8,6,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
5565,81009422,7290,3,2,1164,2,15,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1117,30786789,3800,1,1,900,2,3,52,0,1,1,1,1,1,0,1,Greenwich Village,All Downtown,Manhattan
2697,93049001,3410,1,1,850,3,6,66,0,1,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
2681,33958621,2900,0,1,525,3,23,11,1,1,1,0,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
107,94811354,9250,2,2,1653,11,3,8,0,0,0,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
7816,15106811,13000,3,3,1973,5,9,2,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
4342,39133125,4100,2,2,1202,2,3,4,1,0,0,1,1,0,0,1,Long Island City,Northwest Queens,Queens
2233,35583660,10000,2,3,1840,1,6,54,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
2237,80017880,4500,2,2,927,12,14,27,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
1028,42531018,3000,1,1,600,5,10,30,0,0,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
9058,90808489,2200,1,1,750,5,5,86,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
6268,45901651,2400,1,1,600,3,3,96,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
7423,88341214,3000,1,1,615,12,4,8,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
5091,12068815,3070,1,1,613,9,10,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
7651,91440509,6861,2,2,1231,2,17,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
10001,87356164,6917,2,1,812,12,16,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
5853,50047598,3445,1,1,617,6,4,92,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
4308,32042715,3800,1,1,850,4,6,85,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
11009,64083931,1600,1,1,650,0,3,95,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3924,56891296,3800,1,1,800,5,6,104,1,0,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
9687,98528691,2250,2,1,733,3,4,100,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
1850,84130049,9250,2,2,1266,1,9,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
5650,13753727,4475,2,2,953,6,19,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3265,74867133,9995,2,2,1554,3,11,89,0,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
9756,45973832,5995,2,1,1200,4,12,90,0,1,1,1,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
7347,57889478,1775,1,1,750,10,4,65,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn
3794,21144835,4280,1,1,875,43,27,10,0,0,1,1,1,1,0,0,Battery Park City,All Downtown,Manhattan
2626,53891741,4675,2,2,1098,3,2,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3224,37204663,4000,2,1,774,10,56,27,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1971,73060494,3500,1,1,996,9,7,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
10700,24021567,4275,1,1,735,4,36,47,1,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
4473,35809557,3700,0,1,615,2,38,38,0,1,1,0,0,1,1,0,Midtown West,All Midtown,Manhattan
8547,64460629,2395,0,1,550,8,2,32,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
8390,37570207,9995,3,3,2100,6,13,33,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2253,65922524,6000,2,2,968,3,18,31,0,0,1,1,1,0,0,1,Battery Park City,All Downtown,Manhattan
8259,54052503,2050,1,1,450,6,1,106,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
2691,5936578,3795,2,1,770,3,8,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
6003,89575819,5000,2,2,1124,4,4,10,0,1,1,0,1,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
8871,67882212,3000,0,1,450,2,11,87,0,0,0,0,0,1,0,0,Greenwich Village,All Downtown,Manhattan
8966,56724744,4695,2,2,1100,7,10,5,1,1,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
3893,86743159,4565,1,1,642,7,6,5,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3126,6219388,3800,1,1,840,4,12,55,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7913,53569564,3348,0,1,426,5,16,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
9437,18351112,1900,2,1,900,2,3,16,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
1670,61621665,2900,2,2,1240,2,5,8,0,0,1,1,1,1,0,1,Washington Heights,All Upper Manhattan,Manhattan
6620,90580778,2395,3,1,950,4,1,109,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
6489,66781900,13500,2,2,2011,9,83,15,0,1,0,1,1,0,1,1,Midtown East,All Midtown,Manhattan
5089,97200063,1999,0,1,500,2,5,51,0,0,0,0,1,1,0,1,Midtown East,All Midtown,Manhattan
7612,82658811,2970,1,1,677,1,15,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
2679,82658811,2840,0,1,505,1,44,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
6788,29790601,3100,1,1,849,7,3,12,0,0,1,1,1,0,0,0,Roosevelt Island,All Upper East Side,Manhattan
2699,69559701,9750,2,1,1300,2,3,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
788,27800664,2500,0,1,470,3,3,59,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
1398,35126216,11500,3,2,1700,2,66,9,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
10626,97192825,3900,4,2,1100,4,4,106,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
5569,49938935,5400,3,1,1800,4,4,30,0,0,0,1,1,0,0,1,Midtown South,All Midtown,Manhattan
6887,39954830,2425,0,1,518,7,2,116,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
4631,85066873,5940,1,1,709,3,30,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
6755,47270803,10495,2,2,1549,4,7,115,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
9786,73995803,3500,1,1,700,3,12,29,0,0,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
6768,33212300,3000,1,1,930,2,2,11,0,0,1,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn
6092,87356164,6055,2,2,962,12,12,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
115,84130049,11538,3,2,1540,1,6,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2599,32470860,5900,2,2,1450,4,16,39,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
319,58656833,4140,1,1,825,5,11,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
8720,28946905,3876,1,1,529,1,8,29,1,1,0,1,1,1,0,1,Chelsea,All Downtown,Manhattan
3546,20884613,2879,0,1,594,3,2,44,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
9191,38398754,13000,2,2,1300,3,4,115,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3406,80939102,3461,1,1,725,2,23,3,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
2015,2442406,5995,2,2,1321,8,11,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2051,38230508,8250,3,2,1250,2,3,41,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
6414,83895297,3595,1,1,773,4,23,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
6225,4919158,6500,2,2,1100,2,17,29,0,0,0,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
110,22895768,18500,2,2,1843,3,3,75,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
483,24236066,6350,2,2,1352,3,31,29,0,0,0,1,0,0,1,0,Financial District,All Downtown,Manhattan
7162,14686975,5250,2,2,1191,8,23,18,1,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
8370,32563451,3300,1,1,649,43,40,43,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
5060,91980725,3750,1,2,820,5,22,86,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
10655,81409333,8000,2,2,1038,8,16,10,1,0,0,0,1,0,0,1,Chelsea,All Downtown,Manhattan
8116,55781863,2450,1,1,750,1,2,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3680,97835089,5200,3,2,1500,6,9,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1338,93814173,7795,1,1,800,2,21,11,0,0,1,1,1,1,0,1,Midtown,All Midtown,Manhattan
4298,90837139,2599,2,1,800,5,1,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2932,67594835,3500,1,1,650,11,16,31,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
5944,22666785,2495,3,1,1400,2,1,13,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
2678,82702893,13000,3,3,1851,2,42,25,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3743,72456140,3642,1,1,610,8,19,41,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
4243,65922524,3100,0,1,579,3,11,31,0,1,0,0,1,1,0,1,Battery Park City,All Downtown,Manhattan
191,40895680,3900,1,1,801,2,6,84,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
10311,99987207,2350,2,1,1073,14,3,61,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
1123,62297362,3500,1,1,725,12,23,32,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
7764,40040852,2000,1,1,708,10,2,55,1,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
62,97405164,2100,1,1,900,7,1,13,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
11315,51376620,7000,3,1,1000,5,3,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
6732,40475276,1950,0,1,521,2,2,2,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
2019,21144835,8095,3,3,1698,43,11,10,0,1,1,1,1,1,0,1,Battery Park City,All Downtown,Manhattan
10788,94467844,3900,1,1,865,10,6,116,0,0,1,0,1,1,0,0,Williamsburg,North Brooklyn,Brooklyn
1701,67734427,7500,2,2,1150,2,22,17,1,1,0,0,0,1,0,0,Flatiron,All Downtown,Manhattan
5706,37749339,7995,2,2,1356,43,15,8,1,0,0,1,1,0,1,0,Battery Park City,All Downtown,Manhattan
4157,82571083,3200,0,1,521,3,4,54,1,1,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
179,61960846,9000,2,2,1192,2,11,86,0,0,0,0,1,0,0,0,Central Park South,All Midtown,Manhattan
5670,54696794,3365,1,1,637,10,6,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
10170,50113493,6465,2,2,1168,5,32,17,1,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
5466,20850539,2900,0,1,550,3,21,27,0,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
7682,53487787,6700,2,2,1200,4,26,42,0,0,1,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
5185,34046696,2700,1,1,720,9,7,4,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2650,50113493,3705,1,1,697,5,11,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2405,31656128,4216,1,1,744,7,5,6,0,0,0,0,0,0,1,0,Gramercy Park,All Downtown,Manhattan
10850,60105128,2300,2,1,1000,7,6,55,0,1,0,1,0,1,0,0,Bay Ridge,South Brooklyn,Brooklyn
2690,11388348,2300,1,1,750,4,2,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2464,46855510,3395,1,1,800,3,14,76,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7383,16356936,3000,3,1,1000,14,1,96,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
6544,35466664,2400,2,1,700,4,4,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1837,63857454,2735,0,1,428,3,9,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
5592,88369521,2800,1,1,670,3,3,106,0,0,1,0,1,1,0,1,Chelsea,All Downtown,Manhattan
6792,67594835,8100,3,2,1309,11,17,31,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
4639,53717970,1350,1,1,750,7,9,92,0,0,0,0,0,0,0,0,Brownsville,East Brooklyn,Brooklyn
5553,59779744,2650,0,1,549,2,14,29,0,0,0,1,1,0,0,0,Battery Park City,All Downtown,Manhattan
2666,40895680,2900,0,1,600,2,4,84,0,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan
9098,81009422,5555,2,2,874,2,16,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
10629,16496414,3400,3,2,1500,5,1,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
8163,76752492,15900,2,2,1591,2,37,56,0,0,1,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
10515,16552082,3575,1,1,705,5,6,30,0,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
1815,65521702,8750,3,2,1420,7,5,27,0,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
5268,50130886,5275,2,2,911,6,19,37,0,0,1,0,0,1,0,0,Midtown East,All Midtown,Manhattan
519,22713751,15000,3,3,2300,2,12,15,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1795,51706526,7500,2,2,1265,3,5,10,0,0,0,0,1,0,0,0,Chelsea,All Downtown,Manhattan
9672,33201777,2150,1,1,650,5,2,86,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
6890,97059304,1895,0,1,400,1,14,89,0,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
4336,88024023,4750,2,1,977,6,3,106,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
98,50334625,4600,0,2,1062,4,3,43,1,1,0,1,1,1,0,1,Financial District,All Downtown,Manhattan
4067,17437963,3150,1,1,560,2,4,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1519,24236066,4050,1,1,762,3,19,29,1,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
470,81299865,2575,0,1,725,2,4,85,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
10159,47607639,7085,3,2,1439,7,7,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
11010,68568907,3595,0,1,598,4,3,7,1,0,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
10147,37204663,3900,1,1,884,10,37,27,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
3888,50384576,3595,1,1,735,4,6,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
8540,49620191,5250,2,1,1200,3,3,88,0,1,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
5941,54670778,2995,1,1,765,9,4,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
